,Name,Company,City,Ratings,Summary,Date
639,Senior Software Engineer,globaliD,"San Francisco, CA",NaN,"We are looking for talented and motivated engineers to join our team who cherish code quality above all, can hit the ground running, will take our product to…",30+ days ago
640,"Software Engineer, Sr I",Synopsys,"San Francisco, CA",4.1,Security and risk management leaders will need to meet tighter deadlines and test more-complex applications by integrating and automating AST in the software…,30+ days ago
641,Software Engineer in Test (Core Test),Splunk,"San Francisco, CA",4.1,"Experienced working on Enterprise software testing.
Master at least one programming language from Python, Java, Golang, C++ (python is preferred).",30+ days ago
642,MES Automation Engineer,PROJECT FARMA,"San Francisco, CA",4.3,"Design and execution of large and/or strategic projects in line with overall department and plant strategies, including: project approach and resource needs,…",22 days ago
643,Staff Software Engineer - Backend,Freenome Holdings,"South San Francisco, CA 94080",NaN,By combining deep expertise in molecular biology with advanced computational biology and machine learning techniques to recognize disease-associated patterns…,30+ days ago
644,Lead Software Engineer,Modern Fertility,"San Francisco, CA",NaN,You will collaborate closely with team members all across the company and be a key stakeholder in making cross-functional engineering decisions.,30+ days ago
645,"Software Engineer, Security",Fathom Health,"San Francisco, CA",NaN,"Experience with securing cloud-based platforms.
Interest in machine learning and/or healthcare.
Interest in leading a world-class compliance program, including…",30+ days ago
646,Sr. Backend Software Engineer,"Dolby Laboratories, Inc.","San Francisco, CA",4.0,"You will build new functionality, increase scale, and deliver quality work against technical and schedule challenges in an agile environment while following…",30+ days ago
647,Sr. Backend Engineer (Remote),Getaround,"San Francisco, CA (Chinatown area)",3.5,"Experience developing with git-based source control, ideally in a team setting with pull requests.
You’ll be tackling some of the most challenging technical…",30+ days ago
648,Principal Software Engineer,Dun & Bradstreet,"San Mateo, CA",3.7,"Supporting and developing your team of software engineers by providing leadership and coaching.
Lead ing the team on a day-to-day basis.",29 days ago
649,Software Test Automation Engineer,Abbott Laboratories,"Alameda, CA",4.0,Strong working knowledge of the principles of quality software engineering as described by software life-cycle development processes that are consistent with…,30+ days ago
650,"Mobile Engineer, Android",Varo Money,"San Francisco, CA",3.5,"Through our mobile app, we offer customers premium bank accounts that have no minimum balance requirement or monthly account fees, high-interest savings…",30+ days ago
651,Backend Engineer,MANTICORE GAMES,"San Mateo, CA",NaN,"5 years of backend development experience.
Experience in multi-region and multi-cloud deployments.
Develop and support platform tools and features.",30+ days ago
652,VP of Software Engineering,Q Bio,"Redwood City, CA",NaN,"Complimentary annual Q ExamPersonalized catered meals every day.
Build the platform on the cloud and provide API’s and Tools to support development of Q Console…",30+ days ago
653,Full-Stack Engineer,Altitude Learning,"San Francisco, CA",NaN,"At least 2 years as a professional software engineer.
Competitive compensation and stock options.
Full life-cycle development of web and mobile applications.",30+ days ago
654,Senior Software Engineer-Storage Infrastructure (Logging and...,Twitter,"San Francisco, CA 94103 (South of Market area)",4.1,"Who We Are: Twitter’s globally distributed, real-time communications network generates trillions of events and petabytes of data per day.",30+ days ago
655,Lead IoT Deployment/DevOps Engineer (Remote Ok),curbFlow,"San Francisco, CA",NaN,"Assist with the development of robust installation and debugging procedures for new and deployed devices by managing our already-existing AIR (Assembly,…",30+ days ago
656,Motor Control Software Engineer,Joby Aviation,"San Carlos, CA 94070",NaN,"Sensorless control of permanent magnet torque motors; including inverter advanced modulation, position and velocity estimation, current control, fault detection…",30+ days ago
657,"Senior Software Engineer, Applied AI",OpenAI,"San Francisco, CA (Mission area)",NaN,"Lunch and dinner each day.
In this role, you will build the systems that power a breadth of production ML use cases.",30+ days ago
658,DevOps Engineer,Carta,"San Francisco, CA",3.8,"Develop automation scripts to streamline system upgrades and pipelines to improve deployment cycle.
Hosting distributed systems on a cloud provider (GCP or AWS)…",30+ days ago
659,Senior Software Engineer,Capital One - US,"San Francisco, CA",3.9,"Collaborate with digital product managers, and deliver robust cloud-based solutions that drive powerful experiences to help millions of Americans achieve…",8 days ago
660,"Lead Software Engineer, Core Infrastructure",Grand Rounds,"San Francisco, CA",3.4,"Experience with AWS cloud infrastructure and its alphabet soup of technologies including EKS, RDS, ALB/ELB, IAM.
However, a formal CS degree is not required.",30+ days ago
661,"Staff Engineer, Software",SoFi,"San Francisco, CA 94105 (South Beach area)",3.2,"Full development life-cycle from project requirement to deployment.
You’ll help shape the Member Experience at SoFi by partnering closely with engineers,…",26 days ago
662,Staff Software Engineer,Sila Nanotechnologies,"Alameda, CA 94501 (West End area)",NaN,"Experience writing software that interacts with the physical world (e.g. laboratory instruments, manufacturing automation or IoT devices) a plus.",30+ days ago
663,Senior Software Engineer - Full Stack,Boxbot,"Oakland, CA",NaN,"We are looking for full-stack engineers with expertise in Python, Ruby or another server side language.
Experience with REST API design principles and consuming…",30+ days ago
664,"Senior Engineer, Software (Invest)",SoFi,"San Francisco, CA",3.2,"Bachelor’s Degree, ideally in a technical field, but we understand great engineers come from all sorts of different backgrounds and also consider relevant work…",8 days ago
665,"Staff Software Engineer, Search",Box,"Redwood City, CA 94063 (Downtown area)",5.0,"8+ years working experience in software.
Experience working with analytics engines such as Spark, Beam, or Pandas.",3 days ago
666,Embedded Software Engineer Diabetes,Abbott Laboratories,"Alameda, CA",4.0,"Knowledge of embedded software system design, experience in algorithm development implementation and data processing in embedded and other computing platforms.",30+ days ago
667,Software Engineer,Aryaka,"San Mateo, CA 94404 (Edgewater Isle area)",NaN,"Experience: Overall 5-10 Years in the relevant field.
Minimum 5 years of relevant experience in networking Test / QA.",30+ days ago
668,Backend Engineer,NimbleRx,"Redwood City, CA",2.8,"Strong technical expertise in robust and scalable server platform.
Work with small teams of engineers, product, design, operation and other teams.",30+ days ago
669,Senior Software Engineer,Wheel,"San Francisco Bay Area, CA",4.0,"4+ years experience full-stack development building real-world web applications in production environments.
The majority of our work is ‘green field’ with the…",30+ days ago
670,Site Reliability Engineer,Tecton.ai,"San Francisco, CA",NaN,"You will leverage your deep experience with cloud architectures, distributed systems, cluster managers like Kubernetes, and provisioning tools like Terraform to…",30+ days ago
671,Senior Software Engineer - Infrastructure,Databricks,"San Francisco Bay Area, CA",NaN,"You will build and extend the Databricks infrastructure platform, which includes multi-cloud systems and services for managing thousands of Kubernetes clusters…",4 days ago
672,Distinguished Software Engineer - Director,Capital One - US,"San Francisco, CA",3.9,"At least 5 years of experience designing and developing applications for the cloud with a focus on containers, microservices, and serverless concepts.",30+ days ago
673,Director of Software Engineering,Gap Inc.,"San Francisco, CA 94105 (Financial District area)",3.8,"Well-versed in software design patterns, object-oriented design, and service-based architecture.
Program oversight for portfolio work owned by the Fulfill…",21 days ago
674,Engineer Full Stack,Cognizant Technology Solutions,"Oakland, CA 94601 (Harrington area)",3.9,Knowledge of server-side design patterns and continuous delivery principles • Strong understanding of development concepts and SDLC methodologies • Strong…,4 days ago
675,Software Engineering - Public Cloud Platform,"JPMorgan Chase Bank, N.A.","San Francisco, CA",3.9,"Includes Kubernetes, and hybrid-cloud tooling spanning the SDLC.
Experience of public cloud platforms, including the challenges involved in securing data and…",14 days ago
676,.NET Web Developer,Corporation for International Business,"Redwood City, CA 94063",NaN,"3-5 years of experience developing web applications on Microsoft platforms (IIS on Windows) using ASP.
NET, VB.NET, C#, HTML, JavaScript, Ajax, and Web services…",30+ days ago
677,Site Reliability Engineer -- Bitbucket Cloud,Atlassian,"San Francisco, CA",4.6,This role would be a great fit for someone with creative and innovative problem solving skills with a willingness to take ownership for the code you write all…,22 days ago
678,Sr. Performance Software Engineer,Splunk,"San Francisco, CA",4.1,"Experience with enterprise software capacity planning a big plus.
Experience in SaaS, Microservice , CloudNative software companies and projects.",30+ days ago
679,Senior Software Engineer (Full Stack / Generalist) - Crossin...,Twitter,"San Francisco, CA 94103 (South of Market area)",4.1,"You are a well-rounded, generalist software engineer, who can tackle any problems that come your way.
You have great verbal and written communication skills.",30+ days ago
680,Game Engineer II,Big Fish Games,"Oakland, CA 94612 (Downtown area)",3.5,"2+ years professional experience in software development.
We take care of our employees with competitive compensation, great benefits and a variety of perks…",4 days ago
681,Java Developer,iknowvate technologies,"San Francisco, CA",NaN,"San francisco, California - United States | Posted - 06/01/20 Overview Role: Java Developers Duration: 1 year contract Location: San Francisco, CA The…",30+ days ago
682,IOS Developer,Matchango.me,"San Francisco, CA",NaN,"Develop a very basic MVP web based platform with features like: user registration, login, dashboard, setting up mailing list, setting up multiple forms/survey,…",30+ days ago
683,Full Stack Engineer,Levi Strauss & Co.,"San Francisco, CA (North Waterfront area)",3.9,"Work with the machine learning engineers and data scientists to guide back-end development.
401K match : $1.25 for every $1.00 you contribute up to the first 6%…",30+ days ago
684,Software Engineer - Business Engineering,Myriad Genetics Inc.,"San Francisco, CA",3.5,"Strong software engineering fundamentals: design, testing, version control.
5-8 years of industry experience working with web application development,…",30+ days ago
685,Senior Software Engineer - Identity Bridging & Signals,Twitter,"San Francisco, CA 94103 (South of Market area)",4.1,"Proven track record building data software systems that are in production & scalable.
Engineering & Infrastructure - Apply your expertise in software…",30+ days ago
686,Senior Software Engineer - Backend,Datacoral,"San Francisco, CA",NaN,"Get in early on building the first truly cloud-native data infrastructure stack.
Design and build robust, scalable REST APIs.
At least 6 years experience.",30+ days ago
687,Senior Full Stack Software Engineer,Lively,"San Francisco, CA",NaN,"We are looking for engineers who want to create deep and meaningful product engagement experiences for our increasing user base, and are comfortable in…",10 days ago
688,Android Engineer,Bhph list,"San Francisco, CA",NaN,"In order to execute on a broad range of projects you’ll collaborate with other engineers, product managers, designers, and analysts including building new…",30+ days ago
689,Enterprise Account Executive,Retool,"San Francisco, CA",5.0,"8+ years of sales experience preferred with an emphasis on developer tools, cloud infrastructure, databases, and/or business intelligence.",30+ days ago
690,Senior Staff Software Engineer (Invest),SoFi,"San Francisco, CA",3.2,"Bachelor’s Degree, ideally in a technical field, but we understand great engineers come from all sorts of different backgrounds and also consider relevant work…",8 days ago
691,"Software Development Engineer, Mobile (AppX)",Amazon.com Services LLC,"San Francisco, CA",3.6,"You contribute to the professional development of colleagues, improving their technical knowledge and the engineering practices on your team.",30+ days ago
692,Implementation Engineer (Integrations Software),Nova Module,"Oakland, CA 94621 (Arrowhead Marsh area)",NaN,"Regularly meet with team members and the client to deliver status updates, resolve project issues and design solutions.
Act as Level 2 technical support.",30+ days ago
693,"Software Engineer, Systems and Operations",Verkada,"San Mateo, CA 94401 (Central Business District area)",NaN,"You should be comfortable learning new systems and APIs quickly, e.g., Salesforce Apex, and be comfortable with basic web technologies like HTML, JavaScript,…",30+ days ago
694,Software Engineer – Security,Cyral,"Redwood City, CA",NaN,"Experience building network search and analytics products.
Deep understanding of cloud security fundamentals (Virtual Private Cloud, shared responsibility model…",30+ days ago
695,DevOps Engineer (Remote),Getaround,"San Francisco, CA (Chinatown area)",3.5,"Experience developing with git-based source control, ideally in a team setting with pull requests.
Work closely with engineering to progress development…",30+ days ago
696,Senior Software Engineer - MoPub Ad Serving,Twitter,"San Francisco, CA 94103 (South of Market area)",4.1,"BS, MS, or PhD in Computer Science or similar technical field.
Strong software engineering skills (e.g. unit testing, code reviews, design documentation).",17 days ago
697,"Machine Learning Engineer, Deep Learning & NLP",Forethought,"San Francisco, CA",2.7,"Experience in modern Deep Learning and Natural Language Processing / Natural Language Understanding (NLP, NLU), including Neural Networks, RNNs, seq2seq…",30+ days ago
698,Head of Software Engineering,FORME Life,"San Francisco, CA",NaN,"Work in a system with Mobile apps, smart embedded devices, back-end services, big data, and consumer electronics.",30+ days ago
699,Marketing Intern,Anyscale,"San Francisco, CA",NaN,"We’re commercializing a popular open source project called Ray, which is a framework for distributed computing as well as an ecosystem of libraries for scalable…",30+ days ago
700,Jr. Software Architect,Moody's Corporation,"San Francisco, CA 94105 (South Beach area)",3.7,"2+ years of professional software design.
Familiar with software implementations in AWS/Azure.
Moody’s also provides reasonable accommodation to qualified…",30+ days ago
701,Senior iOS Engineer,Square,"San Francisco, CA 94103 (South of Market area)",3.7,"Collaborate with iOS, Android, and Server engineers to ship features.
Square made credit card payments possible for all by turning a mobile phone into a credit…",16 days ago
702,"Staff Systems Software Engineer, Developer Technology",Sony Interactive Entertainment PlayStation,"San Mateo, CA",3.7,"Work with leading AAA developers and engineers around the world.
Analyze software problems and provide actionable items to developers.",30+ days ago
703,Full Stack Software Engineer 2,Intuit,"San Francisco, CA 94102 (Downtown area)",4.2,"Code and implement software solutions that will solve critical customer problems, are scalable, secure, easy to maintain, and interact with numerous other…",30+ days ago
704,"Front End Web Developer (18 Month Fixed Term, Part-Time (50%...",Stanford University,"Redwood City, CA",4.2,"Ability to interact positively with and build consensus among a diverse group of colleagues, clients, and senior leadership.
In this position you will:",17 days ago
705,Principal Software Engineer,Oracle,"Redwood City, CA 94065 (Marine area)",3.8,"As a member of the software engineering division, you will take an active role in the definition and evolution of standard practices and procedures.",18 days ago
706,"Staff Software Engineer, Maneuver Planning",Cruise,"San Francisco, CA (South Beach area)",2.8,"7+ years experience as a software engineer writing production-quality code, preferably in C++.
Improve and deliver reliable software through continuous…",30+ days ago
707,Senior Software Engineer,Dictionary.com,"Oakland, CA 94607 (Acorn-Acorn Industrial area)",NaN,"Deliver quality products every week, every sprint, every quarter.
Diversity of experience, background, interest and talent at every position.",30+ days ago
708,Sales Development Manager,Retool,"San Francisco, CA",5.0,"Ability to analyze and manage Sales Development activities using Salesforce, SalesLoft, and other best-in-breed software solutions.",3 days ago
709,Full-Stack Software Engineer,Carbon3D,"Redwood City, CA 94063 (Middlefield area)",NaN,"6+ years of production level experience shipping successful software.
Strong skills across relevant server-side technologies, including networking, security,…",30+ days ago
710,Principal Engineer Backend,Splunk,"San Francisco, CA",4.1,"Expert in at least one of the cloud technologies, such as AWS, Azure, or GCP.
Join us in developing sophisticated platform services, frameworks and tooling that…",26 days ago
711,Backend Engineer,Threads,"San Francisco, CA",3.8,"You have 5+ years of professional experience in developing software applications.
Experience with AWS, Kubernetes, Docker, and Terraform or similar technologies…",30+ days ago
712,"Senior Software Engineer, Android","Grammarly, Inc.","San Francisco, CA 94104 (Financial District area)",4.8,When you build a product that can react instantly while running on-device machine learning models and continuously communicating with servers in one-tenth of a…,30+ days ago
713,Senior Software Engineer - Full Stack,Formation,"San Francisco, CA 94107 (South Beach area)",NaN,"We often work closely together on the same problem, communicating frequently throughout the day on Slack, Zoom and Github.
100% medical, dental, and vision.",25 days ago
714,"Sr. Software Test Engineer, Open VisaNet",Visa,"Foster City, CA",3.9,"And involves collaboration with exceptional group of software engineers, systems performance engineers, security specialists, DevOps engineers, payment experts,…",9 days ago
715,Software Development Engineer,Nevro Corp.,"Redwood City, CA 94065 (Westport area)",NaN,Develops software in a regulated environment in accordance with internal operating procedures and external standards and regulations.,30+ days ago
716,Machine Learning Engineer Intern,Sony Interactive Entertainment PlayStation,"San Francisco, CA",3.7,"As a Machine Learning Engineer Intern, you will help the existing ML engineering teams to deliver ML predicted interactions across PlayStation experiences and…",11 days ago
717,Build and Release Specialist,Ubisoft,"San Francisco, CA 94107 (South Beach area)",3.9,"With a song library of over 1,500 songs and 9 years of support the Rocksmith franchise helped millions of players around the world on their musical journey.",9 days ago
718,Senior Software Engineer (Buy-Side Customer Growth) - San Fr...,Redfin,"San Francisco, CA",3.3,"Competitive compensation packages with a salary, bonuses, and restricted stock grants.
As an engineer on the Buy-Side Customer Growth team, you’ll lead…",30+ days ago
719,Software Engineer 3 (Full Stack Developer with Automation ex...,U.S. Bank,"San Francisco, CA",3.6,"Exhibits relentless focus in software reliability engineering standards embedded into development standards.
Familiarity using Opensource software/tools.",30+ days ago
720,"Senior Security Software Engineer, Identity and Access Manag...",Square,"San Francisco, CA 94103 (South of Market area)",3.7,"A strong desire to perform and grow as a security engineer and educate other engineers.
Scale your impact through building access control primitives that…",25 days ago
721,Game Server Engineer,N3TWORK,"San Francisco, CA",NaN,"Implement reusable server side systems that drive game features.
Experience operating production services in AWS or another cloud environment.",30+ days ago
722,Senior Software Engineer (Android),SiriusXM,"Oakland, CA",3.6,"Understanding of object-oriented design (OOD) and object-oriented programming (OOP).
Must have legal right to work in the U.S.",4 days ago
723,Senior Software Engineer (Full Stack) - Product Insights and...,Twitter,"San Francisco, CA 94103 (South of Market area)",4.1,Twitter runs hundreds of experiments every day to understand the causal impact of everything from UI changes to the deployment of new machine learning models.,30+ days ago
724,Senior Software Engineer,Branch,"Redwood City, CA",5.0,"Passion for building and shipping phenomenal customer-facing software.
Experience working with modern cloud-based microservice architectures.",30+ days ago
725,Android Engineer (Consumer Apps) - San Francisco,Redfin,"San Francisco, CA",3.3,"Competitive compensation packages with a salary, bonuses, and stock grants.
You continually obsess over improving the user experience, whether it's…",19 days ago
726,Staff Front End Software Engineer,Juniper Square,"San Francisco, CA",NaN,"As a staff software engineer at Juniper Square, you will be primarily a technical leader, identifying and acting on opportunities to increase the efficiency,…",30+ days ago
727,Senior Front End Software Engineer,Juniper Square,"San Francisco, CA 94104 (Financial District area)",NaN,"Perform thorough code reviews, maintaining a high-quality bar and providing guidance for colleagues.
As a senior software engineer at Juniper Square, you will…",29 days ago
728,SDET (Software Development in Test),Tech Soft 3D,"Berkeley, CA 94710",NaN,"3-5 years of development skills or previous experience as a SDET required.
Good written and oral communication and interpersonal skills.",30+ days ago
729,Business Development Intern,Thea Health,"San Francisco, CA 94108 (Chinatown area)",NaN,"Data analysis and business analytics.
Conduct lead generating activities including outbound calls and emails.
Strive to continuously improve the sales process.",30+ days ago
730,Staff Backend Engineer - Developer Productivity (BuildTools),Twitter,"San Francisco, CA 94103 (South of Market area)",4.1,"We are Twitter’s Engineering Effectiveness organization, and we help Twitter engineers develop world class software by implementing build systems for complex,…",9 days ago
731,Quantitative Engineer - Crypto Trading Core Dev - SF,Dexterity Capital,"San Francisco, CA 94110 (Mission area)",NaN,"Developing scalable trading infrastructure using Java.
We also offer highly competitive compensation and comprehensive benefits.",30+ days ago
732,Software Engineer Part Time Intern - Undergrad,Proofpoint,"San Francisco, CA 94102 (Downtown area)",3.9,"Familiarity with programming in python, Golang, C, or similar systems programming languages.
You’ll get to gain experience in testing software through building…",30+ days ago
733,"Software Engineer - Full Stack (Golang, Kubernetes, React)",Splunk,"San Francisco, CA",4.1,Requires a minimum of 5 years of related experience with a technical Bachelor's degree; or equivalent practical experience; or 3 years and a technical Master’s…,25 days ago
734,Staff Machine Learning Engineer - Home Timeline,Twitter,"San Francisco, CA 94103 (South of Market area)",4.1,"You’re a relevance engineer, applied data scientist or machine-learning engineer who wants to work on exciting algorithmic and deep infrastructure issues.",30+ days ago
735,Lead Blockchain Architect,Stellar Development Foundation,"San Francisco, CA",NaN,"You have 5+ years of real-world software engineering experience.
Dozens of major businesses are building on Stellar, and you’ll play a key role identifying…",30+ days ago
736,UI Developer,Dynamics Global IT Solutions,"San Francisco, CA",NaN,"Understanding of Web Technologies currently used in the Industry (Http protocol, Https, Html 4/5, Css 2/3, Javascript, Ajax, Json) Very strong understanding of…",30+ days ago
737,"Firmware engineer, OS",iota Biosciences,"Berkeley, CA",NaN,"Develop the “big data” infrastructure for efficiently sending all required data from the embedded processor to the cloud backend, as well as retrieving any…",30+ days ago
738,Sr. Full Stack Software Engineer - Back End Focused - PHP,WorkBoard,"Redwood City, CA",NaN,5+ years of software development experience focusing on SaaS applications dealing with large datasets using LAMP stack.,30+ days ago
739,Early-Career Software Developer,OSIsoft,"San Leandro, CA",3.9,"Familiarity with software design patterns (objected oriented design), Computer Science fundamentals/principles and methodologies, as well as knowledge of…",30+ days ago
740,Software Engineer - Full Stack,NCR,"Redwood City, CA 94063 (Harbor area)",3.6,"Our software engineers design and write code everyday that is highly performant, highly resilient and highly scalable.
Fluent with REST, hibernate, XML, JSON.",30+ days ago
741,Software Development Manager,Galileo Financial Technologies,"San Francisco, CA",3.3,"Significant understanding and knowledge of commonly used concepts, practices and procedures within the software engineering and architecture field.",18 days ago
742,Lead Software Engineer (Remote),Collage.com,"San Francisco, CA",4.6,"Review code and mentor other engineers.
The questions are in Javascript and focus on applying general programming concepts (like concurrency and good code…",30+ days ago
743,"Senior Software Engineer, iOS",Spin,"San Francisco, CA",3.1,"Minimum of 5 years of relevant, professional experience in iOS development.
Deliver quality software through comprehensive code reviews and automated testing.",30+ days ago
744,Sr. Android Engineer - Core Clients Engineering,Twitter,"San Francisco, CA 94103 (South of Market area)",4.1,"Top-notch programming skills in an object-oriented language like Java or Kotlin.
Experience working closely across a variety of teams including product…",Today
745,Principal Software Engineer,Splunk,"San Francisco, CA",4.1,"You have 12+ years of professional software engineering and architecture experience.
You have experience crafting, building and delivering software as a service…",30+ days ago
746,Full Stack Software Engineer,eBay Inc.,"San Francisco, CA",3.9,"As a full stack engineer you will work closely with designers, product managers and other engineers (frontend, backend, machine learning, quality) to…",30+ days ago
747,Front end/UI Software Engineer Intern (Summer 2021),Splunk,"San Francisco, CA",4.1,"You will get to work with smart and hardworking individuals who are doing state of the art development work (native mobile, front-end and back-end, DevOps) in…",30+ days ago
748,Engineering Manager: Mobile Developer Experience,Twitter,"San Francisco, CA 94103 (South of Market area)",4.1,"We work to improve developer velocity in all phases of the development process and tackle challenges in a breadth of areas such as codebase structure, build…",1 day ago
749,"Staff Software Engineer, Infrastructure, Education",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,"Experience with Amazon Web Services or similar cloud services.
Shown ability to independently define project requirements and ship high-quality software.",30+ days ago
750,Senior Software Engineer,Thistle Health Inc.,"San Francisco, CA",3.5,"4+ years of software engineering experience, preferably in a high-growth, consumer-facing company.
Lead engineering on major feature areas and tackle complex…",15 days ago
751,"Software Engineer - Systems (Remote, US Time Zones)",Imply,"Burlingame, CA",NaN,We're looking for talented Sr. Software Engineers to help us develop a next generation analytics platform focused on interactivity and streaming data.,30+ days ago
752,DevOps Engineer,LaunchDarkly,"Oakland, CA",NaN,"You have written software in Go (Golang), C++, or Java.
Deploy and maintain infrastructure hosted in the cloud.
Participate in an after-hours on-call rotation.",30+ days ago
753,Sr Automation Test Engineer- CPO,Federal Reserve Bank of Cleveland,"San Francisco, CA",3.9,"Travel Yes, 5 % of the Time.
Associate’s degree with a minimum of 5 years of related work experience, or.
Bachelor's degree and a minimum of 5 years of related…",19 days ago
754,Senior Software Engineer,Qualia,"San Francisco, CA",3.9,"We value engineers who have good product sense, attention to detail, and passion for the impact of the software they build.",30+ days ago
755,Senior Software Engineer,"Iron Ox, Inc.","San Carlos, CA",NaN,"We are looking for an experienced senior software engineer who cares about the craft of coding and system architecture.
BS in Computer Science or related field.",12 days ago
756,"Full-Stack Engineer, SDP&A",Box,"Redwood City, CA 94063 (Downtown area)",5.0,"Experience with supporting Apptio Cloudability, Apptio Cost Transparency and/or SnapLogic or similar FinOps and ETL tools is a bonus.",Today
757,Software Developer,2Locos,"Oakland, CA 94612",NaN,We are looking for a sharp developer with knowledge of Lucene Nutch and Hadoop distributed computing platforms.,30+ days ago
758,SharePoint/ .NET Support/ Development,Cinetix Solutions,"San Francisco, CA",NaN,"Please provide your current salary and required salary or contract rate with your response.
Source control systems like PerForce or SVN.",26 days ago
759,SOFTWARE DEVELOPER,SATS TECHNOLOGIES,"San Mateo, CA 94403 (Twenty-Fifth Ave area)",NaN,"Design, develop, and test new software products or major enhancements to existing software.
Troubleshoot production problems related to software applications.",30+ days ago
760,Senior Software Engineer,Openprise,"San Francisco Bay Area, CA",NaN,"Experienced deploying software with Docker and Kubernetes.
Work closely with developer managers to understand and implement new requirements.",30+ days ago
761,"Senior Software Engineer, Replay Simulation",Cruise,"San Francisco, CA (South Beach area)",2.8,"5+ years of experience writing clean, fast, reliable and highly scalable software.
Extend our Replay Simulation framework that is used across the company to…",30+ days ago
762,"Senior Software Engineer (AI/ML) - San Francisco, CA",U.S. Bank,"San Francisco, CA",3.6,"Will be working in an agile development environment interacting with other software engineers, business lines and system architects to provide technology…",3 days ago
763,"Sr Staff Software Engineer, APX",SS&C Advent,"San Francisco, CA",3.9,"Commitment to software development process that promotes high standards.
Proven track record in designing and coding high quality software.",17 days ago
764,Staff Software Engineer - Platform Services,Iterable,"San Francisco, CA",NaN,"Our workflows & messaging services then trigger billions of emails, mobile push & SMS every month.
Passion for learning and mentoring others.",30+ days ago
765,"Director of Engineering, Telehealth",GoodRx,"San Francisco, CA",5.0,"Recruiting, retaining and developing a team of software engineers who are obsessed with making an impact on our business and for our customers.",21 days ago
766,Software Developer,Roche,"South San Francisco, CA",4.2,"Receive little instruction on day-to-day work, general instructions on new projects or assignments.
The software developer serves as a lead on a squad…",30+ days ago
767,Senior Software Engineer - Full Stack,Stride Health,"San Francisco, CA 94107 (South of Market area)",4.5,"Prior experience leading/mentoring teams or projects a big plus!
Full-stack software development experience, with a strong focus and background in React,…",25 days ago
768,"Firmware engineer, DSP",iota Biosciences,"Berkeley, CA",NaN,Apply skills in signal processing and embedded software to develop and implement powerful yet efficient ultrasound transmit and receive algorithms.,30+ days ago
769,Sales Operations Manager,Retool,"San Francisco, CA",5.0,"The ability to zoom in and zoom out: balance high-level planning with day-to-day operations.
You will partner with sales, marketing, and company leadership to…",3 days ago
770,"Principal Front End Engineer (SF, Nashville, or Remote)",Eventbrite,"San Francisco, CA 94107 (South of Market area)",4.2,"Our technology spans across web, mobile, APIs, big data and machine learning, search, as well as physical point of sale and ticket scanning systems.",15 days ago
771,Embedded Software Engineer,Abbott Laboratories,"Alameda, CA",4.0,"Knowledge of embedded software system design, experience in algorithm development implementation and data processing in embedded and other computing platforms.",30+ days ago
772,"Software Engineer, Back End",eBay Inc.,"San Francisco, CA",3.9,"Code samples from private github repos, side projects, and open source project contributions is a plus.
Integrate closely w/ colleagues in different functional…",30+ days ago
773,Software Developer Intern - Summer 2021,OSIsoft,"San Leandro, CA",3.9,"You are creative with computers and software applied to engineering.
Work on tasks a full-time developer would work on.
May 17, 2021 to August 6, 2021.",30+ days ago
774,Senior Software Engineer,light.io,"Redwood City, CA",NaN,"Experience optimizing general-purpose computing algorithms over massively parallel compute systems using OpenCL, CUDA, or similar.",23 days ago
775,"Frontend (Web) Engineering Intern - Summer, 2021",Verkada,"San Mateo, CA 94401 (Central Business District area)",NaN,"Implement production-facing features used by our customers every day.
Work with computer vision engineers to experiment with machine learning and AI data models…",30+ days ago
776,Full Stack Senior Product Engineer,GoGoGrandparent,"San Francisco, CA",NaN,"We use time tracking software with remote employees.
You have 3+ years of experience working as a developer.
Looking forward to speaking with you!",30+ days ago
777,Engineer,Duck Duck Moose,"San Mateo, CA 94403 (Westshore area)",NaN,"You should have a BA/BS degree in Computer Science, with at least 4+ years of strong mobile, web, or server experience.
Generous paid time off (PTO).",30+ days ago
778,Sr Gameplay Software Engineer - GluSports,Glu Mobile,"Foster City, CA",3.3,"Own and completing core client side technical features.
Having prior experience with the above, or prior experience shipping at least one 3D game is a huge plus…",3 days ago
779,Sr. JAVA Software Engineer,McKesson,"San Francisco, CA (Financial District area)",3.6,"Our work powers informed decision-making at every pivotal moment in oncology – from the treatment options presented to patients, to the operational…",30+ days ago
780,Web Developer Engineer - Web Extensions,Authentic8,"San Francisco, CA",NaN,"5+ years of relevant professional experience in software development.
Authentic8 offers competitive benefits, including medical, dental and vision, flexible PTO…",30+ days ago
781,Software Development Engineer in Test (Amazon Music),Amazon.com Services LLC,"San Francisco, CA",3.6,"Experience in object oriented designing and object oriented languages such as Java, .
Experienced in Agile or Scrum software development methodologies.",30+ days ago
782,DevOps Engineer,ГенМастер,"Redwood City, CA 94065 (Dolphin area)",NaN,Development and maintenance of a CI/CD pipeline of Cloud-based or virtual cloud applications in a microservices architecture.,30+ days ago
783,Full Stack Engineer,Vidora,"San Francisco, CA 94107 (Yerba Buena area)",NaN,Vidora provides the only self-service machine learning solution on the market which enables non-technical users to implement state-of-the-art machine learning…,30+ days ago
784,Senior Software Engineer (Full Stack),Drivetime,"San Francisco, CA",NaN,"5+ years in software development (mobile or game development experience is ideal).
Proven problem-solving abilities and discerning application of software…",30+ days ago
